Company_Name,Leaders,No_of_Employee,Funding Type,Yr,Software Type,Industry,Category,Size,Website,LinkedIn,Address
Double the Donation,Adam Weinger,11-50 employees,Angel or Seed Funding,Founded: 2010,B2B SaaS,Non-Profit,Sales and Marketing,Small,doublethedonation.com,https://www.linkedin.com/company/double-the-donation/about/,"931 Monroe Dr NE, STE A102 #332, Atlanta, Georgia 30308, US"
Draftserv Technologies,Jose Hevia,1-10 employees,VC-funded,Founded: 2010,B2B SaaS,"Entertainment, Hospitality, Travel",Business Mgt and ERP,Startup,www.draftserv.com,https://www.linkedin.com/company/1161760/about/,"355 Brogdon Road Suite 103 | Suwanee, GA. 30024"
Dropoff,Sean Spector,51-200 employees,VC-funded,Founded: 2014,B2B SaaS,Horizontal,Logistics and Supply Chain,Medium,www.dropoff.com,https://www.linkedin.com/company/dropoff/about/,"Atlanta, GA"
Drum,Rob Frohwein,1-10 employees,Angel or Seed Funding,Founded: 2018,B2B SaaS,Retail,Marketplace,Startup,drum.io,https://www.linkedin.com/company/drumtechnologies/about/,"756 W Peachtree St NW, Atlanta, Georgia 30308,"
DynoForms,David Norris,1-10 employees,Self-funded,Founded: 2012,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,www.dynoforms.com,https://www.linkedin.com/company/dynoforms-com/about/,"Alpharetta, GA"
e-VERIFILE.COM,Null,11-50 employees,Self-funded,Founded: 1999,B2B SaaS,Horizontal,HR and Recruiting,Small,www.everifile.com,https://www.linkedin.com/company/everifile/about/,"Atlanta, GA"
Ebix,Gagan Sethi,1001-5000 employees,Public,Founded: 1976,B2B SaaS,Financial Services,Business Mgt and ERP,Large,www.ebix.com,https://www.linkedin.com/company/ebix/about/,"Atlanta, GA"
Eclipse Technology Solutions,Robert Stroud,201-500 employees,Self-funded,Founded: 2010,B2B SaaS,Healthcare,Practice Management,Medium,www.eclipsetechsol.com,https://www.linkedin.com/company/ebix/about/,"Atlanta, GA"
ecoInsight,Sean McCloskey,11-50 employees,Angel or Seed Funding,Founded: 2009,B2B SaaS,"Energy, Gas, Oil, Utilities",Sales and Marketing,Small,ecoinsight.com,https://www.linkedin.com/company/ecoinsight-inc-/about/,"Atlanta, GA"
Endavo Media and Communications,Paul D Hamm,11-50 employees,Angel or Seed Funding,Founded: 2008,B2B SaaS,"Entertainment, Hospitality, Travel",On-Demand Services,Small,endavomedia.com,https://www.linkedin.com/company/endavo-media-and-communications-inc-/about/,"3133 Continental Colony Pkwy SW, Atlanta, GA 30331"
Epicor Software Corporation,Steve Murphy,1001-5000 employees,Private Equity funding,Founded: 1972,B2B SaaS,Horizontal,Business Mgt and ERP,Large,www.epicor.com,https://www.linkedin.com/company/epicor-software-corp/about/,"12220 Birmingham Highway Building. 20-A, Milton, GA"
Epsilon,Jon Beebe,5001-10000 employees,Acquired,Founded: 1969,B2B SaaS,Horizontal,Sales and Marketing,Large,www.epsilon.com,https://www.linkedin.com/company/epsilon/about/,"6 Concourse Parkway, Suite 300 Atlanta, GA 30328"
eQuorum,Scott Brandt,51-200 employees,Self-funded,Founded: 1996,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,www.equorum.com,https://www.linkedin.com/company/equorum/about/,"6285 Barfield Rd, Atlanta, Georgia 30328"
ER Express,Sahil Patel,11-50 employees,Self-funded,Founded: 2011,B2B SaaS,Healthcare,Practice Management,Small,www.erexpress.com,https://www.linkedin.com/company/erexpress/about/,"2971 Flowers Road South Suite 240, Atlanta, GA 30341"
ERP in Cloud,Null,51-200 employees,Self-funded,Founded: 2007,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,www.erpincloud.com,https://www.linkedin.com/company/erexpress/about/,"980 Hammond Drive, Suite 1275, Atlanta, GA, 30328, USA."
eTherapyDocs,Eric Hoell,1-10 employees,Self-funded,Founded: 2009,B2B SaaS,Healthcare,Practice Management,Startup,etherapydocs.com,https://www.linkedin.com/company/etherapydocs/about/,"4411 Suwanee Dam Rd., Suite 435, Suwanee, GA 30024, US"
Evident,David Thomas,51-200 employees,VC-funded,Founded: 2016,B2B SaaS,Horizontal,Cybersecurity,Medium,www.evidentid.com,https://www.linkedin.com/company/evident-id-inc./about/,"3405 Piedmont Rd NE, Suite 100, Atlanta, Georgia 30305, US"
Exto by Gaea,Sury Balasubramanian,51-200 employees,Self-funded,Founded: 2007,B2B SaaS,Construction,Business Mgt and ERP,Medium,exto360.com,https://www.linkedin.com/company/gaea-global-technologies/about/,"Atlanta, GA"
Facilio,Prabhu Ramachandran,11-50 employees,VC-funded,Founded: 2017,B2B SaaS,Real Estate & Property Mgt.,Business Mgt and ERP,Small,facilio.com,https://www.linkedin.com/company/facilio-inc/about/,"41 Marietta St NW #1577 PMB 24192 Atlanta, GA 30303"
Field Complete,Roman Rusev,11-50 employees,Self-funded,Founded: 2019,B2B SaaS,Real Estate & Property Mgt.,Business Mgt and ERP,Small,www.fieldcomplete.com,https://www.linkedin.com/company/fieldcomplete/about/,"Atlanta, GA"
FieldEdge,Connie Certusi,51-200 employees,Acquired,Founded: 1980,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,fieldedge.com,https://www.linkedin.com/company/desco-llc/about/,"3495 Piedmont Rd NE, Atlanta, Georgia 30305 US"
FileVision,Raj Bhole,1-10 employees,Self-funded,Founded: 2001,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,www.filevision.com,https://www.linkedin.com/company/filevision/about/,"Atlanta, GA"
Financial DNA,Hugh Massie,1-10 employees,Acquired,Founded: 2001,B2B SaaS,Financial Services,Sales and Marketing,Startup,financialdna.com,https://www.linkedin.com/company/dna-behavior/about/,"Atlanta, GA"
Financial Operations Networks,Phil Binkow,11-50 employees,Self-funded,Founded: 2001,B2B SaaS,Horizontal,Accounting and Finance,Small,invoiceinfo.com,https://www.linkedin.com/company/financial-operations-networks/about/,"Atlanta, GA"
Finsync,Tucker Mathis,201-500 employees,Self-funded,Founded: 2011,B2B SaaS,Horizontal,Accounting and Finance,Medium,www.finsync.com,https://www.linkedin.com/company/finsync/about/,"Atlanta, GA"
Firearrow Enterprise Software,Null,11-50 employees,Self-funded,Founded: 2007,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,firearrowsoft.com,https://www.linkedin.com/company/firearrowsoft/about/,"3000 Old Alabama Rd, Suit 119 #255,, Alpharetta, GA 30022"
First Performance Global,Ben Psillas,51-200 employees,VC-funded,Founded: 2014,B2B SaaS,Financial Services,Cloud and Software Dev Tools,Medium,firstperformance.com,https://www.linkedin.com/company/first-performance/about/,"730 Peachtree Street NE, Suite 850, Atlanta, GA 30308"
FitMetrix by Mindbody,Josh McCarter,1001-5000 employees,Acquired,Founded: 2001,B2B SaaS,Sports and Fitness,Practice Management,Large,www.fitmetrix.io,https://www.linkedin.com/company/mindbody/about/,"171 17th St NW, Atlanta, Georgia US"
Fitrix,Null,51-200 employees,Self-funded,Founded: 1987,B2B SaaS,Manufacturing,Business Mgt and ERP,Medium,www.fitrix.com,https://www.linkedin.com/company/mindbody/about/,"4644 Powder Springs Dallas Rd, #217, Powder Springs, GA 30127"
Flatfile,David Boskovic,11-50 employees,Angel or Seed Funding,Founded: 2018,B2B SaaS,Horizontal,Document Management,Small,flatfile.io,https://www.linkedin.com/company/flatfile/about/,"Atlanta, GA"
FleetDrive 360,Omprakash Karamchandani,1-10 employees,Self-funded,Founded: 2020,B2B SaaS,"Logistics, Supply Chain, Transportation",Compliance,Startup,www.fleetdrive360.com,https://www.linkedin.com/company/fleetdrive-360/about/,"Suwanee, GA"
Flexport,Ryan Petersen,1001-5000 employees,Other,Founded: 2013,B2B SaaS,"Logistics, Supply Chain, Transportation",Logistics and Supply Chain,Large,www.flexport.com,https://www.linkedin.com/company/flexport/about/,"600 Peachtree St. NE, Floor 25, Atlanta, GA 30308"
Flock Safety,Garrett Langley,51-200 employees,VC-funded,Founded: 2017,B2B SaaS,Real Estate & Property Mgt.,Automation,Medium,www.flocksafety.com,https://www.linkedin.com/company/flock-safety/about/,"1160 Howell Mill Rd NW, Atlanta, Georgia 30318, US"
Florence Healthcare,Ryan Jones,11-50 employees,VC-funded,Founded: 2014,B2B SaaS,Healthcare,Clinical,Small,florencehc.com,https://www.linkedin.com/company/florence-healthcare/about/,"600 Peachtree St NE, Suite 920, Atlanta, Georgia 30308, US"
Flourish Software,Colton Griffin,11-50 employees,Angel or Seed Funding,Founded: 2017,B2B SaaS,Cannabis,Business Mgt and ERP,Small,www.flourishsoftware.com,https://www.linkedin.com/company/flourishsoftware/about/,"715 Peachtree Street N.E., Suite 100, Atlanta, Georgia 30308"
FM Dashboard,Scott Reyes,1-10 employees,Self-funded,Founded: 2013,B2B SaaS,Retail,Automation,Startup,fmdashboard.com,https://www.linkedin.com/company/fm-dashboard-llc/about/,"Atlanta, GA"
Foresight Software,Mark Tyndall,51-200 employees,Self-funded,Founded: 1995,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,www.foresight-esp.com,https://www.linkedin.com/company/fm-dashboard-llc/about/,"Duluth, GA"
FormFree,Brent Chandler,11-50 employees,VC-funded,Founded: 2008,B2B SaaS,Financial Services,Analytics and BI,Small,formfree.com,https://www.linkedin.com/company/formfree-holdings-corporation/about/,"8830 Macon Hwy, Athens GA, 30606 "
FortifyData,Bob Morrell,11-50 employees,Angel or Seed Funding,Founded: 2015,B2B SaaS,Horizontal,Cybersecurity,Small,www.fortifydata.com,https://www.linkedin.com/company/fortifydata/about/,"125 TownPark Drive Suite 300, Kennesaw GA 30144"
FoxMetrics,Rydal Williams,1-10 employees,Self-funded,Founded: 2014,B2B SaaS,Horizontal,Analytics and BI,Startup,foxmetrics.com,https://www.linkedin.com/company/foxmetrics/about/,"3423 Piedmont Rd NE, Atlanta, Georgia 30305, US"
Fraudmarc,Keith Coleman,1-10 employees,Angel or Seed Funding,Founded: 2015,B2B SaaS,Horizontal,Cybersecurity,Startup,www.fraudmarc.com,https://www.linkedin.com/company/fraudmarc/about/,"675 Ponce De Leon Ave NE, Atlanta, GA 30308"
Freeing Returns,Barbara Jones,1-10 employees,Angel or Seed Funding,Founded: 2015,B2B SaaS,Retail,Business Mgt and ERP,Startup,www.freeingreturns.com,https://www.linkedin.com/company/freeing-returns-inc/about/,"Atlanta, GA"
Freshtix,Jamie Dwyer,11-50 employees,Self-funded,Founded: 2004,B2B SaaS,Horizontal,On-Demand Services,Small,freshtickets.com,https://www.linkedin.com/company/ticket-alternative/about/,"1206 Spring Street NW, Atlanta, GA 30309, US"
FRM Solutions,Eric Stoll,51-200 employees,Self-funded,Founded: 2010,B2B SaaS,Horizontal,Sales and Marketing,Medium,www.frmsolutions.com,https://www.linkedin.com/company/frm-solutions/about/,"3400 Peachtree Road, Suite 240, Atlanta, GA 30326"
Fullstory,Scott Voigt,201-500 employees,VC-funded,Founded: 2014,B2B SaaS,Horizontal,Sales and Marketing,Medium,www.fullstory.com,https://www.linkedin.com/company/fullstory/about/,"1745 Peachtree St NW, Suite G, Atlanta, Georgia 30309, US"
FX Bridge,Joseph Cunningham,11-50 employees,Angel or Seed Funding,Founded: 1999,B2B SaaS,Financial Services,Practice Management,Small,www.fxbridge.com,http://www.linkedin.com/company/fx-bridge-technologies/about/,"110 Chastain Gardens, Suite 110, Kennesaw, GA 30144"
Fyn,Vamshi Vangapally,1-10 employees,Angel or Seed Funding,Founded: 2018,B2B SaaS,Financial Services,Accounting and Finance,Startup,www.fynhq.com,https://www.linkedin.com/company/hellofynhq/about/,"Atlanta, GA"
Generated Systems Technologies,Ed Gainer,1-10 employees,Self-funded,Founded: 2002,B2B SaaS,Financial Services,Business Mgt and ERP,Startup,www.generatedsystems.com,https://www.linkedin.com/company/generated-systems-technologies-inc./about/,"Norcross, GA"
GeoFields,Keith Chambless,201-500 employees,Acquired,Founded: 1996,B2B SaaS,"Energy, Gas, Oil, Utilities",On-Demand Services,Medium,www.geofields.com,https://in.linkedin.com/company/geofields/about/,"Atlanta, GA"
GEONAMIC Systems,Brad Schaaf,11-50 employees,Self-funded,Founded: 2006,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Small,www.geonamic.com,https://www.linkedin.com/company/geonamic-systems/about/,"3311 N Berkeley Lake Rd NW, Duluth, GA 30096"
Gimme,Evan Jarecki,11-50 employees,VC-funded,Founded: 2014,B2B SaaS,Retail,Logistics and Supply Chain,Small,www.vending.ai,https://www.linkedin.com/company/gimmevend/about/,"Atlanta, GA"
GiveSmart,Mary Davis,201-500 employees,Acquired,Founded: 2008,B2B SaaS,Non-Profit,Sales and Marketing,Medium,www.givesmart.com,https://www.linkedin.com/company/givesmart/about/,"900 Circle 75 Parkway, Suite 200, Atlanta, GA 30339"
Goodr,Jasmine Crowe,1-10 employees,Angel or Seed Funding,Founded: 2017,B2B SaaS,"Entertainment, Hospitality, Travel",Analytics and BI,Startup,goodr.co,https://www.linkedin.com/company/15243572/about/,"384 Northyards Blvd Nw. | Bldg 100 , Atlanta, Georgia 30313"
Google,Lorraine Twohill,"10,001+ employees",Public,Founded: 1998,B2B SaaS,Horizontal,Analytics and BI,Large,about.google,https://www.linkedin.com/company/google/about/,"10 10th Street NE, Atlanta, GA 30309"
GoPresent,Null,1-10 employees,Self-funded,Founded: 2014,B2B SaaS,Horizontal,Sales and Marketing,Startup,gopresent.com,https://www.linkedin.com/company/google/about/,"1200 Abernathy Rd., Suite 1700, Atlanta, GA 30328"
GoProcure,Sandeep Gauba,11-50 employees,Self-funded,Founded: 2015,B2B SaaS,Horizontal,Logistics and Supply Chain,Small,www.goprocure.com,https://www.linkedin.com/company/goprocure/about/,"3460 Summit Ridge Parkway, Suite 401, Duluth, Georgia 30096, US"
GPS Trackit,Keith Schneider,51-200 employees,Acquired,Founded: 2002,B2B SaaS,Horizontal,Logistics and Supply Chain,Medium,gpstrackit.com,https://www.linkedin.com/company/gpstrackit/about/,"1080 Holcomb Bridge Rd, Bldg 200, Suite 350 Roswell, GA 30076"
Greenzie,"Charles Brian Quinn,",1-10 employees,Angel or Seed Funding,Founded: 2018,B2B SaaS,Horizontal,Automation,Startup,greenzie.com,https://www.linkedin.com/company/greenzie/about/,"3423 Piedmont Rd NE, Atlanta, Georgia 30305"
GuildQuality,Katherine Knosher,51-200 employees,Acquired,Founded: 2002,B2B SaaS,Construction,Sales and Marketing,Medium,www.guildquality.com,https://www.linkedin.com/company/guildquality/about/,"225 Ottley Drive, Suite 200, Atlanta, GA 30324"
HackOut.Ninja,Jerica Richardson,1-10 employees,Self-funded,Founded: 2015,B2B SaaS,Horizontal,Sales and Marketing,Startup,www.hackout.ninja,https://www.linkedin.com/company/hackout-ninja/about/,"Atlanta, GA"
HappyAR,Matt Kendrall,1-10 employees,Self-funded,Founded: 2021,B2B SaaS,Horizontal,Accounting and Finance,Startup,happyar.com,https://www.linkedin.com/company/happyar/about/,"Alpharetta, GA"
HelloPackage by Package Solutions,James Grady,11-50 employees,VC-funded,Founded: 2016,B2B SaaS,Real Estate & Property Mgt.,Automation,Small,www.hellopackage.com,https://www.linkedin.com/company/hellopackage/about/,"5456 Peachtree Industrial Blvd #149, Atlanta, Georgia 30341, US"
Hexagon Lavish,Desmond Watson,11-50 employees,Self-funded,Founded: 2015,B2B SaaS,Horizontal,Analytics and BI,Small,hexagonlavish.com,https://www.linkedin.com/company/hexagon-lavish/about/,"8097 Roswell Rd NE, Atlanta, Georgia US"
"Highmatch, formerly Berke",Kelly Land,11-50 employees,Self-funded,Founded: 2004,B2B SaaS,Horizontal,HR and Recruiting,Small,www.berkeassessment.com,https://www.linkedin.com/company/berke-group/about/,"2970 Peachtree Rd, Suite 300, Atlanta, Georgia 30305"
HireGenics,Brian Soderholm,501-1000 employees,Self-funded,Founded: 2010,B2B SaaS,Horizontal,HR and Recruiting,Large,hiregenics.com,https://www.linkedin.com/company/hiregenics-inc./about/,"Duluth, GA"
HireIQ Solutions,Paul Noone,11-50 employees,VC-funded,Founded: 2008,B2B SaaS,Horizontal,HR and Recruiting,Small,www.hireiqinc.com,http://www.linkedin.com/company/hireiq-solutions/about/,"Alpharetta, GA"
Hirewire,Jim Garrett,11-50 employees,Angel or Seed Funding,Founded: 2015,B2B SaaS,Horizontal,HR and Recruiting,Small,hirewire.com,https://www.linkedin.com/company/hirewire-inc-/about/,"Atlanta, GA"
Horizon Software,Jim Hoefflin,51-200 employees,Acquired,Founded: 1992,B2G,Government,Business Mgt and ERP,Medium,www.horizonsoftware.com,https://www.linkedin.com/company/horizon-software-llc/about/,"Duluth, GA"
Hotel Effectiveness Solutions,Mike Martin,51-200 employees,VC-funded,Founded: 2007,B2B SaaS,"Entertainment, Hospitality, Travel",HR and Recruiting,Medium,hoteleffectiveness.com,https://www.linkedin.com/company/hotel-effectiveness/about/,"Roswell, GA"
Icon Software,Mary Hahn,1-10 employees,Self-funded,Founded: 1984,B2G,Government,Business Mgt and ERP,Startup,www.iconsoftware.net,https://www.linkedin.com/company/hotel-effectiveness/about/,"3453 Lawrenceville-Suwanee Rd  Suite A   Suwanee, GA 30024"
Iconic Data,David LaBorde,1-10 employees,Angel or Seed Funding,Founded: 2009,B2B SaaS,Healthcare,Practice Management,Startup,iconicdata.com,https://www.linkedin.com/company/iconic-data-inc-/about/,"One Meca Way, Norcross, GA 30093"
IllumiDesk,Greg Werner,1-10 employees,Self-funded,Founded: 2015,B2B SaaS,Education,eLearning,Startup,illumidesk.com,https://www.linkedin.com/company/27210042/about/,"3423 Piedmont Rd NE, Atlanta, GA 30305"
iMedX,Christopher Foley,5001-10000 employees,VC-funded,Founded: 2000,B2B SaaS,Healthcare,Business Mgt and ERP,Large,www.imedx.com,https://www.linkedin.com/company/imedx/about/,"3414 Peachtree Rd NE, Suite 650, Atlanta, Georgia 30326"
Impruver,Calvin Williams,1-10 employees,Angel or Seed Funding,Founded: 2018,B2B SaaS,Horizontal,Business Mgt and ERP,Startup,impruver.com,https://www.linkedin.com/company/impruver/about/,"2300 Holcomb Bridge Rd, Roswell, Georgia 30076"
Indeed,Chris Hyams,"10,001+ employees",Acquired,Founded: 2004,B2B SaaS,Horizontal,HR and Recruiting,Large,www.indeed.com,https://www.linkedin.com/company/indeed-com/about/,"Atlanta, GA"
Infor CRM,Kevin Samuelson,"10,001+ employees",Acquired,Founded: 2002,B2B SaaS,Horizontal,Sales and Marketing,Large,www.infor.com,https://www.linkedin.com/company/infor/about/,"13560 Morris Road, Suite 4100, Alpharetta, GA 30004"
Ingenious Med,Nimesh Shah,201-500 employees,Acquired,Founded: 1999,B2B SaaS,Healthcare,Practice Management,Medium,www.ingeniousmed.com,https://www.linkedin.com/company/ingenious-med/about/,"400 Galleria Parkway SE Ste 1600, Atlanta, GA 30339"
Innomobileapps,Null,11-50 employees,Self-funded,Founded: 2009,B2B SaaS,Horizontal,Communications,Small,innomobileapps.com,https://www.linkedin.com/company/innomobileapps/about/,"7000 Central Parkway, Suite 220, GA 30328"
InspectAll,Jason Shehane,1-10 employees,Self-funded,Founded: 2012,B2B SaaS,Horizontal,Compliance,Startup,www.inspectall.com,https://www.linkedin.com/company/inspectall/about/,"675 Ponce De Leon Ave NE, Suite NE 223, Atlanta, GA 30308"
Integrated Informatics,Aaron Crowley,1-10 employees,Self-funded,Founded: 1993,B2B SaaS,Healthcare,Accounting and Finance,Startup,www.ii-i.com,https://www.linkedin.com/company/integrated-informatics-inc/about/,"1875 Old Alabama Road Suite 725, Roswell, GA 30076"
